Book_Author,Book_Title,Book_Tag,Challenge
Audrey Coulthurst,Of Ice and Shadows,"Fantasy, LGBT, Young Adult, Lesbian, Romance, Queer, Fiction",1
August Wilson,Fences,"School, Plays, Classics, Theatre",1
Auriana Ojeda,Homosexuality: Opposing Viewpoints,"LGBT, Nonfiction",1
Auriane Desombre,I Think I Love You,"Romance, LGBT, Lesbian, Young Adult, Contemporary, Queer, Fiction",1
Avery Elizabeth,Confronting LGBTQ+ Discrimination,Nonfiction,1
Axelle Lenoir,Camp Spirit,"Graphic Novels, LGBT, Young Adult, Comics, Fantasy, Romance, Queer",1
Aya Khalil,The Arabic Quilt: An Immigrant Story,"Picture Books, School, Childrens, Fiction, Family, Cultural, Realistic Fiction",1
Ayshia Monroe,Kiki: Doin' it,,1
Aziz Ansari,Modern Romance,"Nonfiction, Humor, Audiobook, Romance, Comedy, Sociology, Psychology",1
B.R. Collins,The Traitor Game,"Fantasy, Young Adult, LGBT, Contemporary, Fiction, Realistic Fiction, Gay",1
B.T. Gottfred,Forever for a Year,"Young Adult, Romance, Contemporary, Fiction, Teen, Realistic Fiction, Young Adult Contemporary",1
B.T. Gottfred,The Handsome Girl and Her Beautiful Boy,"Young Adult, LGBT, Romance, Contemporary, Fiction, Realistic Fiction, Queer",1
B.T. Gottfred,The Nerdy and the Dirty,"Young Adult, Romance, Contemporary, Teen, Humor, Realistic Fiction, New Adult",1
Babygirl Daniels,Glitter,"Urban, Audiobook",1
Barbara Cohen,"Thank You, Jackie Robinson","Sports, Fiction, Realistic Fiction, Childrens",1
Barbara Dee,Maybe He Just Likes You,"Middle Grade, Realistic Fiction, Fiction, Young Adult, Contemporary, Childrens, Feminism",1
Barbara Dee,Star-Crossed,"Middle Grade, LGBT, Contemporary, Romance, Queer, Realistic Fiction, Fiction",1
Barbara Ehrenreich,Nickel and Dimed,"Nonfiction, Sociology, Politics, Economics, Memoir, Social Justice, Poverty",1
Barbara Gallavotti,The Human Body in Action,,1
Barbara Wersba,Whistle Me Home,"LGBT, Young Adult, Romance, Realistic Fiction, Queer",1
Barbra Penne,Your Rights as an LGBTQ+ Teen,"Nonfiction, LGBT",1
Barry Jonsberg,A Song Only I Can Hear,"Young Adult, Middle Grade, LGBT, Realistic Fiction, Queer, Contemporary, Humor",1
Barry Lyga,Boy Toy,"Young Adult, Contemporary, Abuse, Fiction, Realistic Fiction, Romance, Teen",1
Barry Lyga,Mangaman,"Graphic Novels, Manga, Young Adult, Fantasy, Comic, Romance, Teen",1
Bastien Vivès,Last Man,"Comics, Graphic Novels, Fantasy, Manga, Bande Dessinee, Young Adult, France",1
Bastien Vivès,Last Man: The Royal Cup,"Comics, Graphic Novels, Fantasy, Manga, Bande Dessinee, Young Adult, France",1
Batya Ungar-Sargon,Bad News: How Woke Media is Undermining Democracy,"Politics, Nonfiction, Journalism, History, Sociology, Cultural, Political Science",1
Beatrice Sparks,Go Ask Alice,"Young Adult, Fiction, Classics, Contemporary, Mental Health, Realistic Fiction, Banned Books",1
Becky Abertalli,Here's to Us,"Romance, LGBT, Young Adult, Contemporary, Queer, Fiction, Audiobook",1
Becky Abertalli,Kate in Waiting,"Young Adult, Romance, Contemporary, LGBT, Queer, Fiction, Audiobook",1
Becky Abertalli,Leah on the Offbeat,"Young Adult, LGBT, Contemporary, Romance, Queer, Fiction, Audiobook",1
Becky Abertalli,"Love, Creekwood a Simonverse novella","Young Adult, LGBT, Contemporary, Romance, Queer, Fiction, Novella",1
Becky Abertalli,Simon Vs. the Homo Sapiens Agenda,"Young Adult, Romance, LGBT, Contemporary, Fiction, Queer, Audiobook",1
Becky Abertalli,The Upside of Unrequited,"Young Adult, Contemporary, Romance, LGBT, Fiction, Audiobook, Realistic Fiction",1
Becky Abertalli,What If It's Us?,"Romance, Young Adult, LGBT, Contemporary, Queer, Fiction, Audiobook",1
Becky Birtha,Grandmama's Pride,"Picture Books, Historical Fiction, Childrens, American History, Fiction",1
bell hooks,Teaching to Trangress: Education as the Practice of Freedom,"Education, Nonfiction, Teaching, Feminism, Social Justice, Philosophy, Race",1
Ben Clanton,Peanut Butter and Jelly,"Graphic Novels, Childrens, Humor, Picture Books, Animals, Comics, Fiction",1
Ben Hatke,Mighty Jack and the Goblin King,"Graphic Novels, Fantasy, Middle Grade, Adventure, Comics, Childrens, Fiction",1
Ben Mikaelsen,Touching Spirit Bear,"Young Adult, Fiction, Realistic Fiction, Adventure, School, Middle Grade, Survival",1
Ben Phillippe,The Field Guide to the North American Teenager,"Young Adult, Contemporary, Realistic Fiction, Fiction, Humor, Romance, Audiobook",1
Ben Sand,A Kids Book About White Privilege,"Nonfiction, Picture Books, Race, Childrens",1
Benjamin Alire Sáenz,Aristotle and Dante Discover the Secrets of the Universe,"Young Adult, LGBT, Romance, Contemporary, Fiction, Queer, Audiobook",1
Benjamin Alire Sáenz,Aristotle and Dante Dive into the Waters of the World,"LGBT, Romance, Young Adult, Contemporary, Fiction, Queer, Audiobook",1
Benjamin Alire Sáenz,The Inexplicable Logic of My Life,"Young Adult, Contemporary, LGBT, Fiction, Realistic Fiction, Queer, Coming of Age",1
Bernard Malamud,The Fixer,"Fiction, Historical Fiction, Classics, Jewish, Literature, Russia, Novels",1
Bernardine Evaristo,"Girl, Woman, Other: A Novel","Fiction, Feminism, Contemporary, LGBT, Literary Fiction, Short Stories, Queer",1
Betsy Franco,Falling Hard: 100 Love Poems by Teenagers,"Poetry, Young Adult, Romance, Teen, Anthologies",1
Betsy Kuhn,Gay Power: The Stonewall Riots and The Gay Rights Movement of 1969,"History, Nonfiction",1
Bettina Love,We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,"Education, Nonfiction, Teaching, Race, Social Justice, Anti Racist, School",1
Betty K. Bynum,I'm a Pretty Little Black Girl,"Picture Books, Childrens, African American",1
Beverly Daniel Tatum,Can We Talk About Race?: And Other Conversations in an Era of School Resegregation,"Education, Nonfiction, Race, Social Justice, Sociology, Anti Racist, Psychology",1
Beverly Daniel Tatum,Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,"Nonfiction, Race, Education, Social Justice, Anti Racist, Psychology, Sociology",1
Bil Wright,Putting Makeup on the Fat Boy,"Young Adult, LGBT, Realistic Fiction, Queer, Teen, Fiction, Contemporary",1
Bill Konigsberg,Honestly Ben,"Young Adult, LGBT, Romance, Contemporary, Queer, Audiobook, Fiction",1
Bill Konigsberg,Openly Straight,"LGBT, Young Adult, Contemporary, Romance, Queer, Fiction, Realistic Fiction",1
Bill Konigsberg,The Bridge,"Young Adult, LGBT, Mental Health, Contemporary, Fiction, Realistic Fiction, Queer",1
Bill Konigsberg,The Music of What Happens,"LGBT, Young Adult, Romance, Contemporary, Queer, Audiobook, Fiction",1
Bill Konigsberg,The Porcupine of Truth,"Young Adult, LGBT, Realistic Fiction, Contemporary, Queer, Teen",1
Bill Martin Jr.,Knots on a Counting Rope,"Picture Books, Childrens, Historical, Cultural, Family, Fiction, Native Americans",1
Billy Merrill,Vanilla,"Young Adult, LGBT, Poetry, Romance, Contemporary, Queer, Realistic Fiction",1
Blaine Lourd,Born on the Bayou: A Memoir,"Biography, Memoir, Nonfiction",1
Blake Hoena,Jason and the Total Funky  Fleece,,1
Bonnie Juettner,Abortion,,1
Borja González,A Gift for a Ghost,"Graphic Novels, Comics, Fantasy, Young Adult, Fiction, Graphic Novels Comics, Ghosts",1
Born This Way Foundation Reporters,Channel Kindness: Stories of Kindness and Community,"Nonfiction, Short Stories, LGBT, Audiobook, Mental Health",1
Brad Meltzer,I am Martin Luther King Jr,"Biography, Picture Books, Childrens, Nonfiction, History, African American, Biography Memoir",1
Brad Meltzer,I am Rosa Parks,"Biography, Picture Books, Nonfiction, Childrens, History, African American, Historical",1
Brandon Terrell,High Drama,,1
Brandy Colbert,Little & Lion,"Young Adult, LGBT, Contemporary, Mental Health, Fiction, Mental Illness, Queer",1
Brandy Colbert,The Only Black Girls in Town,"Middle Grade, Contemporary, Realistic Fiction, LGBT, Fiction, Mystery, Audiobook",1
BreAnn Rumsch,Franklin Pierce,"History, Nonfiction",1
Breanna J. McDaniel,Hands Up!,"Picture Books, Childrens, African American, Storytime, Fiction, Social Justice",1
Bree Barton,Heart of Thorns,"Fantasy, Young Adult, Young Adult Fantasy, Magic, Romance, High Fantasy, Fiction",1
Bree Barton,Soul of Cinder,"Fantasy, Young Adult, Romance, Young Adult Fantasy, Fiction, High Fantasy, Magic",1
Bree Barton,Tears of Frost,"Fantasy, Young Adult, Young Adult, Romance, Magic, Fiction, High Fantasy",1
Brenda Hoddinott,The Complete Idiot's Guide to Drawing People Illustrated,,1
Brenda Jackson,Complete Guide to Drawing and Painting,"Art, Nonfiction",1
Brenda Stalcup,Human Sexuality: Opposing Viewpoints,,1
Brenda Woods,My Name is Sally Little Song,,1
Brendan Kiely,The Other Talk: Reckoning with Our White Privilege,"Nonfiction, Social Justice, Race, Middle Grade, Anti Racist, Teen, Audiobook",1
Brenna Thummler,Delicates,"Graphic Novels, Middle Grade, Young Adult, Fantasy, Comics, Paranormal, Fiction",1
Brent Hartinger,Geography Club,"Young Adult, LGBT, Fiction, Queer, Contemporary, Gay, Romance",1
Brent R. Sherrard,Final Takedown,,1
Brian Farrey,With or Without You,"LGBT, Young Adult, Romance, Realistic Fiction, Contemporary, Gay, Queer",1
Brian K. Vaughan,"Saga, Vol. 1","Graphic Novels, Comics, Fantasy, Science Fiction, Fiction, Graphic Novels Comics, Adult",1
Brian K. Vaughan,Y: The Last Man: Unmanned,"Graphic Novels, Comics, Science Fiction, Fiction, Graphic Novels Comics, Dystopia, Comic Books",1
Brian Katcher,Almost Perfect,"Young Adult, LGBT, Romance, Fiction, Contemporary, Realistic Fiction, Transgender",1
Brian Wood,Black Road: The Holy North,"Comics, Graphic Novels",1
Bridget Birdsall,Double Exposure,"Young Adult, LGBT, Fiction, Sports, Intersex, Contemporary, Transgender",1
Brie Spangler,Beast,"Young Adult, LGBT, Romance, Contemporary, Retellings, Fiction, Queer",1
Brigid Kemmerer,More Than We Can Tell,"Young Adult, Contemporary, Romance, Young Adult Contemporary, Fiction, Mental Health",1
Britt Salvesen,Harry Callahan: The Photographer at Work,Photography,1
Britta Lundin,Ship It,"Young Adult, LGBT, Contemporary, Romance, Fiction, Queer, Fandom",1
Brittany Luby,Encounter,"Picture Books, Historical Fiction, Childrens, Fiction, Historical, Nature, Canada",1
Brock Cole,The Facts Speak for Themselves,"Young Adult, Banned Books, Fiction, Realistic Fiction, Teen, Novels",1
Bronwen Pardes,"Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex","Nonfiction, LGBT, Teen",1
Brook Pessin- Whedbee,Who Are You?: A Kids Guide to Gender Identity,"Picture Books, LGBT, Nonfiction, Gender, Childrens, Gender Identity, Transgender",1
Brooke Kahn,Home of the Brave: 15 Immigrants Who Shaped US History,"Childrens, Nonfiction, History, Middle Grade, Biography",1
Bruno Leone,Rape on Campus,,1
Bryan Lee O'Malley,Scott Pilgrim Vol. 5: Scott Pilgrim vs. the Universe,"Graphic Novels, Comics, Fiction, Young Adult, Graphic Novels Comics, Manga, Humor",1
Brynn Tannehill,Everything You Ever Wanted to Know About Being Trans,"Nonfiction, LGBT, Transgender, Gender, Social Justice, Science, Gender and Sexuality",1
C.C. Hunter,Born At Midnight,"Fantasy, Young Adult, Paranormal, Vampires, Romance, Werewolves, Supernatural",1
C.K. Kelly Martin,I Know It's Over,"Young Adult, Romance, Contemporary, Realistic Fiction,Teen, Highschool",1
C.L. Herman,The Devouring Gray,"Fantasy, Young Adult, Paranormal, Horror, LGBT, Mystery, Young Adult Fantasy",1
Caela Carter,"My Best Friend, Maybe","Young Adult, LGBT, Contemporary, Romance, Lesbian, Queer, Realistic Fiction",1
Cale Dietrich,The Friend Scheme,"LGBT, Romance, Young Adult, Contemporary, Queer, Gay, Thriller",1
Cale Dietrich,The Love Interest,"Young Adult, LGBT, Romance, Contemporary, Science Fiction",1
Caleb Roehrig,Death Prefers Blondes,"Young Adult, Mystery, LGBT, Contemporary, Fiction, Queer, Thriller",1
Caleb Roehrig,The Fell of Dark,"Fantasy, Young Adult, LGBT, Vampires, Paranormal, Queer, Romance",1
Caleb Roehrig,White Rabbit,"Mystery, Young Adult, LGBT, Thriller, Fiction, Contemporary, Mystery Thriller",1
Cameron Lund,The Best Laid Plans,"Romance, Young Adult, Contemporary, Young Adult Romance, Fiction, Young Adult Contemporary, Audiobook",1
Camryn Garrett,Full Disclosure,"Young Adult, Contemporary, LGBT, Romance, Fiction, Queer, Young Adult Contemporary",1
Candace Buford,Kneel,"Young Adult, Sports, Contemporary, Realistic Fiction, Fiction, Social Justice, Teen",1
Candace Gingrich,Speaking Out: Queer Youth in Focus,,1
Carl Sommer,Sex: If You're Scared of the Truth Don't Read This!: Straight Talk From a Former U.S. Marine,,1
Carla España,En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Student,"Education, Teaching, Nonfiction, Social Justice, Race",1
Carla Mooney,Should Abortion be Legal?,,1
Carlos Hernandez,Sal and Gabi Break the Universe,"Middle Grade, Fantasy, Science Fiction, Mythology, Fiction, Humor, Adventure",1
Carlton D. Mcillwain,"Black Software: The Internet & Racial Justice, from the AfroNet to Black Lives Matter","Nonfiction, Technology, Race, Social Justice, History, Science, Research",1
Carmen Agra Deedy,14 Cows for America,"Picture Books, Nonfiction, Africa, Cultural, Childrens, History",1
Carmen Maria Machado,In the Dream House,"Nonfiction, Memoir, LGBT, Queer, Audiobook, Feminism, Biography",1
Carmen Maria Machado,"The Low, Low Woods","Horror, Comics, LGBT, Fantasy, Graphic Novels, Graphic Novels Comics",1
Carol Anderson,We Are Not Yet Equal: Understanding Our Racial Divide,"Nonfiction, History, Race, Politics, Social Justice, Anti Racist, Social Issues",1
Carol Anderson,Write Rage: The Unspoken Truth of Our Racial Divide,"Nonfiction, History, Race, Politics, Social Justice, Anti Racist, Sociology",1
Carol Greene,Why Boys and Girls are Different,,1
Carol Hand,Abortion: Interpreting the Constitution,,1
Carol Plum-Ucci,What happened to Lani Garver,"Young Adult, LGBT, Mystery, Contemporary, Realistic Fiction, Queer",1
Carol Strickland,The Annotated Mona Lisa:  A Crash Court in Art History from Prehistoric to the Present,"Art, Nonfiction, History, Art History, Reference, Art Design, Unfinished",1
Carole Boston Weatherford,Before John was a Jazz Giant - A Song of John Coltrane,"Picture Books, Biography, Music, Nonfiction, Childrens, African American, Jazz",1
Carole Boston Weatherford,Freedom in Congo Square,"Picture Books, Historical Fiction, Poetry, Childrens, African American, Historical, Music",1
Carole Boston Weatherford,Gordon Parks: How the PHotographer Captured Black and White America,"Picture Books, Biography, Nonfiction, Photography, History, Art, Childrens",1
Carolina De Robertis,The Gods of Tango,"Historical Fiction, Fiction, LGBT, Queer, Historical, Music, Romance",1
Caroline Kepnes,You,"Thriller, Fiction, Mystery, Mystery Thriller, Contemporary, Audiobook, Adult",1
Caroline O'Donoghue,All Our Hidden Gifts,"Fantasy, Young Adult, LGBT, Fiction, Paranormal, Queer, Mystery",1
Carolyn Mackler,Guyaholic,"Young Adult, Romance, Contemporary, Chick Lit, Realistic Fiction, Teen, Fiction",1
Carolyn Marsden,Gold-Threaded Dress,"Cultural, Childrens, Fiction, Realistic Fiction, Chapter Books, Family, School",1
Carolyn Robertson,Two Dads: A Book About Adoption,"Picture Books, Adoption, Childrens",1
Caron Cohen,The Mud Pony,,1
Carrie Jones,Tips on Having a Gay (Ex) Boyfriend,"Young Adult, Romance, LGBT, Teen, Realistic Fiction, Contemporary, Fiction",1
Carrie Leff,Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls,"Nonfiction, Childrens",1
Carrie Mac,10 Things I Can See from Here,"Young Adult, LGBT, Contemporary, Mental Health, Romance, Queer, Fiction",1
Carrie Mac,Charmed,"Young Adult, Fiction, Realistic Fiction, Teen, Abuse, High School, Canada",1
Carrie Mac,Crush,"Young Adult, LGBT, Romance, Lesbian, Queer, Fiction, Contemporary",1
Carrie Mac,The Way Back,"Young Adult, Teen, Fiction, Realistic Fiction",1
Carrie Mesrobian,Cut Both Ways,"LGBT, Young Adult, Contemporary, Romance, Realistic Fiction, Fiction, Gay",1
Carrie Mesrobian,Perfectly Good White Boy,"Young Adult, Contemporary, Realistic Fiction, High School, Teen, Fiction, Relationships",1
Carrie Mesrobian,Sex & Violence,"Young Adult, Contemporary, Fiction, Realistic Fiction, Teen, Coming of Age, Romance",1
Casey McQuiston,"Red, White, and Royal Blue","Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, New Adult",1
Cassandra Clare,City of Heavenly Fire,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction",1
Cassandra Clare,City of Lost Souls,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction",1
Cassandra Clare,Clockwork Princess,"Fantasy, Young Adult, Romance, Paranormal, Historical Fiction, Steampunk, Urban Fantasy",1
Cassandra Clare,The Lost Book of the White,"Fantasy Young Adult, LGBT, Romance, Urban Fantasy, Paranormal, Queer",1
Cassandra Clare,The Red Scrolls of Magic,"Fantasy, Young Adult, LGBT, Romance, Urban Fantasy, Paranormal Fiction",1
Cassandra Rose Clarke,Forget This Ever Happened,"Science Fiction, Young Adult, LGBT, Historical Fiction, Mystery, Horror, Thriller",1
Cat Clarke,The Pants Project,"Middle Grade, LGBT, Contemporary, Young Adult, Realistic Fiction, Queer",1
Cat Clarke,Undone,"Young Adult, Contemporary, Romance, LGBT, Mystery, Fiction, Realistic Fiction",1
Catherine Adel West,Saving Ruby King,"Fiction, Mystery, Contemporary, Literary Fiction, Audiobook, African American, Mystery Thriller",1
Catherine Atkins,Alt Ed,"Young Adult, Fiction, Teen, Realistic Fiction, Banned Books, LGBT, School",1
Catherine Gourley,Who Was Maria Tallchief?,"Biography, Nonfiction, History, Childrens, Picture Books, Audiobook",1
Catherine Greenman,Hooked,"Young Adult, Romance, Fiction, Contemporary, Realistic Fiction, High School, Chick Lit",1
Catherine Morris,The Essential Claude Monet,,1
Catherine Ryan Hyde,Jumpstart the World,"Young Adult, LGBT, Fiction, Queer, Transgender, Realistic Fiction, Coming of Age",1
